,G 1  D Comdty/PX LAST,JB1  D Comdty/PX LAST,RX1  D Comdty/PX LAST,TY1  D Comdty/PX LAST,GDBR10 Index/PX LAST,GJGB10 Index/PX LAST,GUKG10 Index/PX LAST,USGG10Y Index/PX LAST,GX1  D Index/PX LAST,NK1  D Index/PX LAST,SP1  D Index/PX LAST,Z 1  D Index/PX LAST,DAX Index/DV014,NKY Index/DV014,SPX Index/DV014,UKX Index/DV014,G 1  N Comdty/PX LAST,JB1  N Comdty/PX LAST,RX1  N Comdty/PX LAST,TY1  N Comdty/PX LAST,DAX Index/PX LAST,NKY Index/PX LAST,SPX Index/PX LAST,UKX Index/PX LAST
2004-09-24,74.59,120.26,95.05,81.25,3.971,1.424,4.831,4.0273,4290.7,9920.0,1131.6,3685.0,2.0773,0.9144,1.7261,3.2409,107.93,138.29,115.85,113.203125,3910.3,10895.16,1110.11,4578.1
2004-09-27,74.84,120.22,95.17,81.484375,3.942,1.414,4.796,3.9891,4259.7,9920.0,1125.3,3649.5,2.0965,0.9812,1.7364,3.2673,108.18,138.25,115.97,113.4375,3874.37,10859.32,1103.52,4541.2
2004-09-28,74.72,120.34,95.13,81.421875,3.95,1.414,4.81,4.0024,4273.7,9840.0,1129.8,3670.5,2.0923,0.9851,1.7282,3.2486,108.06,138.37,115.93,113.375,3882.27,10815.57,1110.06,4567.3
2004-09-29,74.59,120.22,94.83,80.828125,3.989,1.425,4.828,4.0866,4303.7,9840.0,1135.3,3695.5,2.072,0.9878,1.7214,3.2361,107.68,138.25,115.63,112.78125,3920.36,10786.1,1114.8,4588.1
2004-09-30,74.58,119.94,94.85,80.671875,3.991,1.449,4.833,4.1194,4270.7,9940.0,1135.0,3680.0,2.0866,0.9844,1.7217,3.2483,107.67,137.97,115.65,112.625,3892.9,10823.57,1114.58,4570.8
2004-10-01,74.35,119.63,94.56,80.203125,4.023,1.48,4.863,4.1871,4372.2,10010.0,1153.3,3761.5,2.0333,0.9382,1.697,3.1849,107.44,137.66,115.36,112.15625,3994.96,10985.17,1131.5,4659.6
2004-10-04,74.15,119.14,94.52,80.3125,4.034,1.544,4.89,4.1637,4420.7,10340.0,1155.6,3784.0,2.0139,0.9137,1.6918,3.1698,107.24,137.17,115.32,112.265625,4033.28,11279.63,1135.17,4681.8
2004-10-05,74.52,118.8,94.79,80.375,3.996,1.59,4.841,4.1734,4420.7,10320.0,1156.5,3801.5,2.0063,0.9135,1.6928,3.1527,107.61,136.83,115.59,112.328125,4048.71,11281.83,1134.48,4707.1
2004-10-06,74.55,119.02,94.84,79.984375,3.994,1.594,4.837,4.2201,4433.7,10420.0,1162.9,3803.0,2.0058,0.9052,1.6838,3.1535,107.64,137.05,115.64,111.9375,4049.66,11385.38,1142.05,4706.3
2004-10-07,74.37,119.02,94.66,79.828125,4.017,1.585,4.86,4.2416,4423.7,10410.0,1151.5,3787.5,2.0089,0.9077,1.7016,3.1586,107.46,137.05,115.46,111.78125,4043.36,11354.59,1130.65,4698.7
2004-10-08,74.88,119.12,95.28,80.625,3.947,1.578,4.79,4.1286,4398.7,10380.0,1142.2,3800.5,2.0228,0.9081,1.7113,3.1585,107.97,137.15,116.08,112.578125,4015.54,11349.35,1122.14,4698.9
2004-10-11,74.82,119.12,95.25,80.625,3.955,1.578,4.8,4.1305,4404.2,10380.0,1146.1,3783.5,2.0217,0.9081,1.7079,3.1675,107.91,137.15,116.05,112.578125,4017.82,11349.35,1124.39,4685.5
2004-10-12,75.19,120.02,95.64,80.875,3.913,1.475,4.747,4.0976,4344.2,10280.0,1142.5,3748.0,2.0479,0.92,1.7117,3.1931,108.28,138.05,116.44,112.828125,3966.48,11201.81,1121.84,4647.9
2004-10-13,75.16,119.85,95.62,81.140625,3.915,1.495,4.753,4.0552,4317.2,10250.0,1132.3,3735.5,2.0429,0.9205,1.7256,3.2029,108.25,137.88,116.42,113.09375,3976.03,11195.99,1113.65,4634.8
2004-10-14,75.33,120.2,95.88,81.578125,3.89,1.465,4.73,4.0244,4298.7,10110.0,1123.2,3727.0,2.0614,0.934,1.7418,3.2067,108.42,138.23,116.68,113.53125,3940.46,11034.29,1103.29,4629.4
2004-10-15,75.29,120.22,95.57,81.265625,3.9,1.456,4.737,4.0531,4329.7,10030.0,1128.4,3717.5,2.071,0.9384,1.7339,3.2113,108.38,138.25,116.37,113.21875,3922.11,10982.95,1108.2,4622.7
2004-10-18,75.39,120.01,95.85,81.28125,3.89,1.485,4.722,4.0415,4315.7,10010.0,1133.2,3713.5,2.0747,0.9399,1.7248,3.2086,108.48,138.04,116.65,113.234375,3915.17,10965.62,1114.02,4626.6
2004-10-19,75.16,119.92,95.73,81.328125,3.912,1.499,4.752,4.0318,4325.7,10100.0,1123.6,3745.0,2.0491,0.9314,1.7419,3.1897,108.25,137.95,116.53,113.28125,3964.13,11064.86,1103.23,4655.2
2004-10-20,75.66,120.26,96.03,81.671875,3.865,1.46,4.691,3.98,4293.7,9910.0,1121.9,3707.0,2.0762,0.9471,1.7419,3.2199,108.75,138.29,116.83,113.625,3912.4,10882.18,1103.66,4616.4
2004-10-21,75.55,120.47,96.07,81.625,3.867,1.435,4.703,3.9952,4290.7,9830.0,1127.8,3710.5,2.0647,0.9552,1.7376,3.2192,108.64,138.5,116.87,113.578125,3934.06,10789.23,1106.49,4617.4
2004-10-22,75.55,119.98,96.1,81.78125,3.862,1.494,4.7,3.974,4286.7,9880.0,1116.0,3710.5,2.0642,0.9492,1.7547,3.2206,108.64,138.01,116.9,113.734375,3935.14,10857.13,1095.74,4615.4
2004-10-25,75.7,120.62,96.42,81.9375,3.825,1.435,4.68,3.9701,4233.7,9730.0,1115.4,3656.5,2.1074,0.9669,1.7562,3.2596,108.79,138.65,117.22,113.890625,3854.41,10659.15,1094.81,4564.5
2004-10-26,75.62,120.58,96.35,81.84375,3.829,1.43,4.691,3.9988,4244.7,9740.0,1131.6,3673.5,2.1031,0.9657,1.7304,3.2461,108.71,138.61,117.15,113.796875,3862.26,10672.46,1111.09,4583.4
2004-10-27,75.45,120.52,96.04,81.140625,3.845,1.439,4.714,4.0816,4318.2,9720.0,1144.9,3713.0,2.0674,0.9639,1.7167,3.2182,108.54,138.55,116.84,113.09375,3929.03,10691.95,1125.4,4630.1
2004-10-28,75.17,120.1,96.07,81.234375,3.89,1.495,4.748,4.0487,4344.2,9870.0,1147.7,3724.0,2.0514,0.9496,1.7184,3.2094,108.26,138.13,116.87,113.1875,3959.59,10853.12,1127.44,4642.8
2004-10-29,75.26,120.12,96.14,81.609375,3.873,1.499,4.738,4.0235,4337.2,9800.0,1150.4,3714.5,2.0511,0.9568,1.7142,3.2223,108.35,138.15,116.94,113.5625,3960.25,10771.42,1130.2,4624.2
2004-11-01,75.21,119.98,96.06,81.171875,3.866,1.509,4.742,4.0698,4372.7,9760.0,1150.9,3761.5,2.0243,0.9589,1.7141,3.1887,108.3,138.01,116.86,113.125,4012.64,10734.71,1130.51,4673.8
2004-11-02,74.7,119.54,95.88,81.28125,3.905,1.543,4.809,4.0465,4420.7,9960.0,1150.7,3778.0,2.0118,0.9454,1.7141,3.1755,107.79,137.57,116.68,113.234375,4037.57,10887.81,1130.54,4693.2
2004-11-03,74.83,119.54,96.0,81.34375,3.894,1.543,4.791,4.0736,4401.7,9960.0,1165.2,3800.5,2.0111,0.9454,1.6991,3.1653,107.92,137.57,116.8,113.296875,4039.04,10887.81,1143.2,4718.5
2004-11-04,75.21,119.87,96.37,81.3125,3.843,1.51,4.74,4.0716,4450.7,9990.0,1180.6,3805.5,2.0099,0.9404,1.6722,3.1588,108.3,137.9,117.17,113.265625,4041.38,10946.27,1161.67,4728.3
2004-11-05,74.82,119.78,95.8,80.46875,3.903,1.515,4.797,4.1727,4443.2,10100.0,1187.8,3817.0,1.9989,0.9306,1.6659,3.1511,107.91,137.81,116.6,112.421875,4063.58,11061.77,1166.17,4739.8
2004-11-08,74.86,119.6,95.92,80.3125,3.898,1.535,4.783,4.2158,4453.2,10030.0,1186.6,3795.0,1.9963,0.9372,1.6688,3.1666,107.95,137.63,116.72,112.265625,4068.97,10983.83,1164.89,4716.6
2004-11-09,75.06,119.93,96.35,80.328125,3.862,1.514,4.755,4.2257,4448.7,10030.0,1184.3,3802.0,1.9981,0.9388,1.6735,3.1659,108.15,137.96,117.15,112.28125,4065.33,10964.87,1164.08,4717.7
2004-11-10,75.12,120.12,96.13,80.0625,3.866,1.485,4.749,4.2394,4471.7,10060.0,1184.9,3828.0,1.9864,0.9362,1.678,3.1624,108.21,138.15,116.93,112.015625,4089.13,10994.96,1162.91,4734.5
2004-11-11,75.53,120.39,96.59,80.0625,3.817,1.46,4.694,4.2519,4515.7,9890.0,1193.8,3862.5,1.9664,0.949,1.6629,3.1343,108.62,138.42,117.39,112.015625,4130.81,10846.92,1173.48,4776.9
2004-11-12,75.81,120.18,97.05,80.4375,3.778,1.481,4.654,4.1786,4517.2,10070.0,1202.8,3879.0,1.9604,0.9341,1.6493,3.1232,108.9,138.21,117.85,112.390625,4143.35,11019.98,1184.17,4793.9
2004-11-15,75.99,120.07,97.0,80.5,3.772,1.495,4.638,4.1863,4515.2,10270.0,1206.0,3884.5,1.9647,0.9168,1.6536,3.1172,109.08,138.1,117.8,112.453125,4134.34,11227.57,1183.81,4803.1
2004-11-16,76.1,120.27,97.16,80.359375,3.747,1.475,4.623,4.2056,4493.7,10230.0,1197.5,3852.0,1.9729,0.9222,1.6662,3.1255,109.19,138.3,117.96,112.3125,4117.22,11161.75,1175.43,4770.4
2004-11-17,75.85,120.27,97.14,80.84375,3.763,1.475,4.656,4.1287,4545.7,10220.0,1204.3,3877.5,1.9417,0.9247,1.6577,3.1094,108.94,138.3,117.94,112.796875,4183.41,11131.29,1181.94,4795.9
2004-11-18,75.46,120.61,96.76,80.9375,3.808,1.44,4.706,4.1134,4547.2,10140.0,1205.1,3884.0,1.9439,0.9288,1.6564,3.1033,108.55,138.64,117.56,112.890625,4178.68,11082.42,1183.55,4805.3
2004-11-19,75.64,120.69,96.99,80.34375,3.785,1.44,4.682,4.2035,4490.7,10150.0,1192.4,3845.0,1.9645,0.9288,1.6757,3.1323,108.73,138.72,117.79,112.296875,4134.89,11082.84,1170.34,4760.8
2004-11-22,75.97,120.92,97.18,80.46875,3.76,1.41,4.64,4.1784,4515.7,9880.0,1198.0,3818.0,1.9696,0.9488,1.6661,3.1506,109.06,138.95,117.98,112.421875,4123.98,10849.39,1177.24,4733.1
2004-11-23,76.11,120.92,97.37,80.375,3.789,1.41,4.619,4.1823,4481.7,9880.0,1199.4,3825.0,1.9747,0.9488,1.6667,3.1444,109.2,138.95,118.17,112.328125,4113.37,10849.39,1176.94,4742.4
2004-11-24,76.15,120.93,97.38,80.296875,3.798,1.409,4.614,4.1976,4495.7,9910.0,1202.0,3811.0,1.969,0.9468,1.6603,3.213,109.24,138.96,118.18,112.25,4125.3,10872.33,1181.76,4719.4
2004-11-25,76.46,120.83,97.55,80.296875,3.774,1.419,4.576,4.1937,4528.7,9920.0,1202.0,3837.5,1.9524,0.9442,1.6603,3.1901,109.55,138.86,118.35,112.25,4160.35,10900.34,1181.76,4753.4
2004-11-26,76.43,120.77,97.62,80.09375,3.773,1.438,4.576,4.2459,4504.2,9890.0,1200.9,3825.0,1.9553,0.95,1.6612,3.1981,109.52,138.8,118.42,112.046875,4154.27,10833.75,1182.65,4741.5
2004-11-29,76.29,120.52,97.16,79.5,3.816,1.459,4.598,4.3179,4530.7,10020.0,1196.1,3844.5,1.9587,0.9376,1.6691,3.1925,109.38,138.55,117.96,111.453125,4146.98,10977.89,1178.57,4749.8
2004-11-30,76.32,120.61,97.43,79.5,3.793,1.454,4.596,4.3492,4486.7,9930.0,1194.2,3784.0,1.9687,0.9443,1.6761,3.2252,109.41,138.64,118.23,111.453125,4126.0,10899.25,1173.82,4703.2
2004-12-01,76.13,120.7,97.63,79.390625,3.776,1.45,4.626,4.3649,4547.7,9840.0,1209.9,3821.0,1.9405,0.9544,1.655,3.207,109.22,138.73,118.43,111.34375,4186.03,10784.25,1191.37,4735.7
2004-12-02,75.7,121.03,97.13,79.265625,3.827,1.415,4.681,4.4063,4566.7,10040.0,1210.6,3834.0,1.9265,0.938,1.6566,3.1965,108.79,139.06,117.93,111.21875,4216.4,10973.07,1190.33,4751.2
2004-12-03,75.98,121.0,97.85,80.171875,3.752,1.45,4.645,4.2497,4555.7,10110.0,1209.3,3821.5,1.9299,0.9294,1.6551,3.1988,109.07,139.03,118.65,112.125,4208.87,11074.89,1191.17,4747.9
2004-12-06,76.36,120.98,98.19,80.328125,3.711,1.45,4.601,4.2206,4577.7,10000.0,1209.3,3805.0,1.9368,0.9372,1.6569,3.211,109.45,139.01,118.99,112.28125,4193.91,10981.96,1190.25,4722.8
2004-12-07,76.55,121.04,98.48,80.328125,3.681,1.441,4.576,4.2206,4555.2,9930.0,1197.8,3807.5,1.9282,0.9466,1.6755,3.207,109.64,139.07,119.28,112.28125,4212.62,10873.63,1177.07,4728.7
2004-12-08,76.75,121.07,98.36,81.0,3.648,1.436,4.552,4.1183,4578.2,9950.0,1204.2,3782.5,1.9334,0.9407,1.6702,3.2244,109.84,139.1,119.16,112.953125,4201.35,10941.37,1182.81,4703.9
2004-12-09,76.97,121.52,98.42,80.875,3.623,1.41,4.53,4.1664,4534.7,9820.0,1208.6,3768.5,1.9571,0.9551,1.6611,3.235,110.06,139.55,119.02,112.828125,4150.41,10776.63,1189.24,4688.4
2004-12-10,77.0,121.73,98.6,80.984375,3.612,1.394,4.524,4.1489,4546.7,9810.0,1209.8,3771.0,1.9458,0.9568,1.6629,3.2312,110.09,138.85,119.2,112.9375,4174.55,10756.8,1188.0,4694.0
