,G 1  D Comdty/PX LAST,JB1  D Comdty/PX LAST,RX1  D Comdty/PX LAST,TY1  D Comdty/PX LAST,GDBR10 Index/PX LAST,GJGB10 Index/PX LAST,GUKG10 Index/PX LAST,USGG10Y Index/PX LAST,GX1  D Index/PX LAST,NK1  D Index/PX LAST,SP1  D Index/PX LAST,Z 1  D Index/PX LAST,DAX Index/DV014,NKY Index/DV014,SPX Index/DV014,UKX Index/DV014,G 1  N Comdty/PX LAST,JB1  N Comdty/PX LAST,RX1  N Comdty/PX LAST,TY1  N Comdty/PX LAST,DAX Index/PX LAST,NKY Index/PX LAST,SPX Index/PX LAST,UKX Index/PX LAST
2006-05-25,76.28,119.14,98.97,75.6875,3.879,1.864,4.542,5.0683,6010.2,14830.0,1259.7,4842.5,2.4927,0.9857,1.8391,3.289,110.45,133.3,116.82,105.46875,5706.06,15693.75,1272.88,5677.7
2006-05-26,76.26,119.26,98.88,75.828125,3.884,1.861,4.548,5.0481,6091.2,15100.0,1266.3,4957.0,2.4573,0.9708,1.8315,3.2247,110.43,133.42,116.73,105.609375,5788.36,15970.76,1280.16,5791.0
2006-05-30,76.06,119.21,98.44,75.609375,3.939,1.847,4.573,5.0762,5913.2,14960.0,1243.6,4812.5,2.5298,0.9776,1.8621,3.304,110.23,133.37,116.29,105.390625,5622.43,15859.45,1259.84,5652.0
2006-05-31,75.93,119.5,98.2,75.296875,3.982,1.84,4.591,5.1186,5998.2,14590.0,1255.7,4894.5,2.4985,1.0024,1.8505,3.2653,110.1,133.66,116.05,105.078125,5692.86,15467.33,1270.09,5723.8
2006-06-01,75.6,118.56,97.96,75.359375,3.996,1.935,4.636,5.0984,6009.2,14620.0,1269.4,4909.0,2.4921,1.0,1.8284,3.2505,109.77,132.72,115.81,105.140625,5707.59,15503.74,1285.71,5749.7
2006-06-02,75.98,118.87,98.46,76.1875,3.929,1.915,4.585,4.9898,5983.7,14910.0,1271.8,4922.5,2.5743,0.9819,1.8224,3.2418,110.15,133.03,116.31,105.96875,5687.04,15789.31,1288.22,5764.6
2006-06-05,75.85,119.35,98.21,75.96875,3.97,1.869,4.6,5.0177,5928.2,14800.0,1253.0,4933.0,2.6045,0.9895,1.8561,3.2432,110.02,133.51,116.06,105.75,5621.19,15668.31,1265.29,5762.1
2006-06-06,75.41,118.68,97.84,76.0625,3.99,1.935,4.66,4.9997,5806.2,14480.0,1249.3,4842.0,2.6605,1.0077,1.859,3.296,109.58,132.84,115.69,105.84375,5502.81,15384.86,1263.85,5669.8
2006-06-07,75.63,119.25,97.87,75.890625,4.008,1.885,4.645,5.0177,5847.2,14220.0,1239.6,4880.5,2.6408,1.027,1.8729,3.3482,109.8,133.41,115.72,105.671875,5543.93,15096.01,1256.15,5706.3
2006-06-08,75.78,119.67,98.25,76.078125,3.927,1.865,4.611,4.9936,5700.2,13690.0,1239.2,4747.0,2.7196,1.0595,1.8714,3.4327,109.95,133.83,116.1,105.859375,5383.28,14633.03,1257.93,5562.9
2006-06-09,76.1,119.94,98.37,76.109375,3.934,1.846,4.57,4.9714,5768.2,13890.0,1234.5,4831.5,2.6794,1.051,1.8798,3.3766,110.27,134.1,116.5,105.890625,5464.08,14750.84,1252.3,5655.2
2006-06-12,76.3,119.96,98.56,76.09375,3.914,1.837,4.547,4.9774,5684.2,13900.0,1220.0,4793.5,2.7134,1.0452,1.904,3.3993,110.47,132.63,116.69,105.875,5395.55,14833.01,1236.4,5620.9
2006-06-13,76.51,120.43,99.04,76.234375,3.868,1.784,4.519,4.9613,5589.7,13360.0,1205.7,4687.5,2.7664,1.0904,1.9275,3.4603,110.68,133.1,117.17,106.015625,5292.14,14218.6,1223.69,5519.6
2006-06-14,76.38,120.53,98.75,75.640625,3.9,1.78,4.535,5.0617,5608.7,13360.0,1214.3,4681.5,2.7592,1.0835,1.9181,3.4691,110.55,133.2,116.88,105.421875,5305.99,14309.56,1230.04,5506.8
2006-06-15,75.69,120.56,98.23,75.359375,3.95,1.78,4.624,5.094,5727.7,13530.0,1240.5,4806.5,2.7001,1.0714,1.8783,3.3996,109.86,133.23,116.36,105.140625,5422.22,14470.76,1256.16,5619.3
2006-06-16,75.78,120.05,98.37,75.15625,3.939,1.815,4.611,5.1264,5774.3,14010.0,1232.9,4813.5,2.7233,1.042,1.8853,3.4129,109.95,132.72,116.5,104.9375,5376.01,14879.34,1251.54,5597.4
2006-06-19,75.36,120.01,98.07,75.0625,3.976,1.825,4.666,5.1345,5840.8,13980.0,1221.3,4850.5,2.7043,1.0433,1.9025,3.3799,109.53,132.68,116.2,104.84375,5439.23,14860.35,1240.14,5626.1
2006-06-20,74.94,119.66,97.81,74.96875,3.995,1.868,4.721,5.1487,5888.3,13760.0,1225.2,4871.5,2.6776,1.0584,1.9026,3.3607,109.11,132.33,115.94,104.75,5493.61,14648.41,1240.12,5658.2
2006-06-21,74.9,119.73,97.69,75.015625,4.015,1.855,4.723,5.1528,5902.3,13790.0,1234.6,4886.5,2.6728,1.0587,1.8846,3.3551,109.07,132.4,115.82,104.796875,5503.41,14644.26,1252.2,5665.0
2006-06-22,74.81,119.61,97.25,74.71875,4.061,1.865,4.735,5.208,5929.3,14220.0,1228.7,4901.5,2.6583,1.0243,1.8973,3.3439,108.98,132.28,115.38,104.328125,5533.42,15135.69,1245.6,5684.1
2006-06-23,74.69,119.44,97.02,74.515625,4.081,1.88,4.748,5.2223,5929.3,14190.0,1228.3,4902.5,2.6601,1.0251,1.899,3.3392,108.86,132.11,115.15,104.125,5529.74,15124.04,1244.5,5692.1
2006-06-26,74.78,119.19,96.9,74.5,4.092,1.91,4.735,5.2326,5916.8,14230.0,1233.0,4904.5,2.6674,1.0232,1.8898,3.3456,108.95,131.86,115.03,104.109375,5514.63,15152.4,1250.56,5681.2
2006-06-27,74.76,119.11,96.98,74.6875,4.094,1.91,4.735,5.1998,5857.8,14220.0,1222.5,4871.0,2.6945,1.0195,1.9072,3.3627,108.93,131.78,115.11,104.296875,5459.15,15171.81,1239.2,5652.3
2006-06-28,74.7,119.08,96.92,74.46875,4.097,1.915,4.743,5.2429,5855.3,14010.0,1230.5,4897.5,2.6956,1.0391,1.8982,3.347,108.87,131.75,115.05,104.078125,5456.87,14886.11,1246.0,5678.6
2006-06-29,74.91,118.91,97.26,74.796875,4.066,1.925,4.716,5.1936,5975.3,14220.0,1255.4,5002.0,2.6353,1.0229,1.8583,3.2818,108.81,131.58,115.39,104.40625,5581.67,15121.15,1272.87,5791.5
2006-06-30,75.0,118.98,97.19,75.25,4.071,1.93,4.71,5.1364,6089.3,14600.0,1252.2,5029.5,2.5882,0.9976,1.8624,3.2617,108.9,131.65,115.32,104.859375,5683.31,15505.18,1270.2,5833.4
2006-07-03,74.74,118.41,97.04,75.171875,4.092,1.974,4.742,5.1486,6102.8,14650.0,1261.0,5091.0,2.5749,0.9933,1.848,3.2334,108.64,131.08,115.17,104.78125,5712.69,15571.62,1280.19,5884.4
2006-07-04,75.12,118.57,97.16,75.171875,4.078,1.97,4.69,5.1486,6123.3,14720.0,1261.0,5099.5,2.5676,0.9891,1.848,3.2339,109.02,131.24,115.29,104.78125,5729.01,15638.5,1280.19,5883.5
2006-07-05,74.86,118.32,96.64,74.640625,4.137,1.985,4.725,5.2204,6020.8,14640.0,1252.5,5039.0,2.6147,0.9964,1.8624,3.2689,108.76,130.99,114.77,104.25,5625.63,15523.94,1270.91,5826.7
2006-07-06,75.15,118.23,96.78,74.890625,4.113,1.985,4.687,5.1793,6087.3,14430.0,1255.6,5095.0,2.5827,1.0096,1.8584,3.2338,109.05,130.9,114.91,104.5,5695.47,15321.4,1274.08,5890.0
2006-07-07,75.46,118.48,97.28,75.25,4.065,1.96,4.648,5.1261,6075.3,14430.0,1247.8,5091.0,2.5889,1.0105,1.871,3.2344,109.36,131.15,115.41,104.859375,5681.85,15307.61,1265.48,5888.9
2006-07-10,75.33,118.37,97.03,75.265625,4.087,1.978,4.664,5.1241,6100.3,14640.0,1249.8,5103.5,2.5778,0.9945,1.8683,3.23,109.23,131.04,115.16,104.875,5706.32,15552.81,1267.34,5896.9
2006-07-11,75.55,118.53,97.43,75.46875,4.051,1.969,4.635,5.0996,6015.3,14540.0,1255.1,5068.0,2.6192,0.9996,1.8608,3.2519,109.45,131.2,115.56,105.078125,5616.04,15473.82,1272.52,5857.3
2006-07-12,75.27,118.94,97.04,75.46875,4.087,1.94,4.671,5.0976,6024.3,14350.0,1241.1,5064.5,2.6091,1.0143,1.8822,3.2502,109.17,131.61,115.17,105.078125,5637.82,15249.32,1258.6,5860.6
2006-07-13,75.53,119.1,97.52,75.671875,4.048,1.916,4.642,5.063,5920.8,14150.0,1220.3,4970.5,2.6613,1.0245,1.9072,3.3041,109.43,131.77,115.65,105.28125,5527.29,15097.95,1242.29,5765.0
2006-07-14,75.97,119.78,98.02,75.765625,3.983,1.848,4.582,5.0629,5816.3,13880.0,1215.0,4908.5,2.7128,1.0419,1.9166,3.3373,109.87,132.45,116.15,105.375,5422.22,14845.24,1236.2,5707.6
2006-07-17,75.69,119.78,97.92,75.703125,3.993,1.845,4.619,5.0629,5803.8,13880.0,1213.3,4894.0,2.7155,1.0419,1.9192,3.3428,109.59,132.45,116.05,105.3125,5416.96,14845.24,1234.49,5701.0
2006-07-18,75.39,119.97,97.78,75.25,4.014,1.83,4.662,5.1302,5775.8,13500.0,1218.5,4883.0,2.7256,1.0714,1.9205,3.3543,109.29,132.64,115.91,104.859375,5396.85,14437.24,1236.86,5681.7
2006-07-19,75.59,119.73,98.01,75.796875,3.984,1.85,4.631,5.0487,5927.3,13620.0,1235.3,4969.5,2.6555,1.0667,1.8867,3.2988,109.49,132.4,116.14,105.40625,5539.29,14500.26,1259.81,5778.0
2006-07-20,75.63,119.95,98.04,76.015625,3.985,1.814,4.63,5.0263,5934.3,14040.0,1227.0,4963.0,2.6524,1.0349,1.9028,3.3029,109.53,132.62,116.17,105.625,5545.82,14946.84,1249.13,5770.9
2006-07-21,75.77,119.98,98.38,75.953125,3.956,1.82,4.612,5.0404,5838.8,13920.0,1217.5,4916.5,2.6985,1.0436,1.9168,3.3324,109.67,132.65,116.51,105.5625,5451.01,14821.26,1240.29,5719.7
2006-07-24,75.84,119.66,98.31,75.953125,3.956,1.86,4.605,5.0424,5957.8,13850.0,1240.3,5022.0,2.637,1.0455,1.8856,3.2672,109.74,132.33,116.44,105.5625,5578.05,14794.5,1260.91,5833.9
2006-07-25,75.61,119.57,98.25,75.828125,3.963,1.88,4.631,5.0628,5950.8,14150.0,1244.3,5047.5,2.6429,1.0308,1.8738,3.2575,109.51,132.24,116.38,105.4375,5565.76,15005.24,1268.88,5851.2
2006-07-26,75.43,119.7,98.07,76.03125,3.983,1.865,4.658,5.0302,5973.8,13980.0,1246.0,5071.5,2.6347,1.0392,1.8746,3.2445,109.33,132.37,116.2,105.640625,5583.1,14884.07,1268.4,5877.1
2006-07-27,75.75,119.68,98.36,76.03125,3.948,1.88,4.616,5.0343,6047.8,14270.0,1245.1,5129.5,2.5993,1.019,1.8833,3.2158,109.65,132.35,116.49,105.640625,5659.07,15179.78,1263.2,5929.5
2006-07-28,75.92,119.28,98.65,76.390625,3.92,1.931,4.593,4.9896,6093.8,14410.0,1257.1,5178.0,2.5782,1.0081,1.8611,3.1914,109.82,131.95,116.78,106.0,5705.42,15342.87,1278.55,5974.9
2006-07-31,75.83,119.33,98.67,76.421875,3.921,1.929,4.605,4.9794,6066.8,14500.0,1254.6,5120.5,2.5888,1.0007,1.8631,3.2075,109.73,132.0,116.8,106.03125,5681.97,15456.81,1276.66,5928.3
2006-08-01,75.73,119.33,98.56,76.421875,3.929,1.925,4.618,4.9753,5982.3,14510.0,1249.5,5074.0,2.6282,1.0017,1.869,3.2243,109.63,132.0,116.69,106.03125,5596.74,15440.91,1270.92,5880.8
2006-08-02,75.52,119.66,98.54,76.546875,3.934,1.889,4.648,4.9632,6061.8,14580.0,1257.0,5126.0,2.5893,1.0002,1.8595,3.2082,109.42,132.33,116.67,106.15625,5680.82,15464.29,1278.55,5932.1
2006-08-03,74.87,119.78,98.17,76.5625,3.974,1.869,4.733,4.9591,6031.3,14600.0,1260.0,5036.0,2.6081,0.9998,1.8605,3.2597,108.77,132.45,116.3,106.171875,5640.03,15470.37,1280.27,5838.4
2006-08-04,75.12,119.7,98.8,76.9375,3.906,1.875,4.706,4.8925,6101.8,14590.0,1258.8,5090.0,2.5702,0.998,1.8622,3.2315,109.02,132.37,116.93,106.546875,5723.03,15499.18,1279.36,5889.4
2006-08-07,75.32,120.15,98.79,76.765625,3.907,1.836,4.673,4.9186,6009.8,14290.0,1255.0,5033.5,2.6143,1.0207,1.8678,3.2651,109.22,132.82,116.92,106.375,5626.67,15154.06,1275.77,5828.8
2006-08-08,75.35,120.02,98.84,76.8125,3.903,1.835,4.669,4.9165,6031.3,14510.0,1249.6,5019.0,2.6026,1.0002,1.8756,3.2711,109.25,132.69,116.97,106.421875,5651.92,15464.66,1271.48,5818.1
2006-08-09,75.26,119.89,98.57,76.765625,3.934,1.84,4.681,4.9367,6081.3,14750.0,1244.2,5069.5,2.5793,0.9879,1.8867,3.2636,109.16,132.56,116.7,106.375,5702.81,15656.59,1265.95,5860.5
2006-08-10,75.11,119.43,98.6,76.75,3.933,1.9,4.701,4.9309,6016.8,14660.0,1248.3,5029.5,2.6123,0.9896,1.8801,3.2844,109.01,132.1,116.73,106.359375,5630.96,15630.91,1271.81,5823.4
2006-08-11,74.74,120.01,98.19,76.453125,3.981,1.843,4.75,4.9691,6004.8,14690.0,1245.1,5026.0,2.6135,0.9938,1.889,3.2863,108.64,132.68,116.32,106.0625,5628.37,15565.02,1266.74,5820.1
2006-08-14,74.6,119.63,97.96,76.203125,4.006,1.884,4.765,4.9952,6071.8,14920.0,1246.0,5077.0,2.5842,0.9755,1.8876,3.2578,108.5,132.3,116.09,105.8125,5692.0,15857.11,1268.21,5870.9
2006-08-15,74.82,119.75,98.24,76.671875,3.97,1.857,4.734,4.9289,6158.3,14960.0,1260.5,5097.5,2.5463,0.978,1.8631,3.2429,108.72,132.42,116.37,106.28125,5776.8,15816.19,1285.58,5897.9
2006-08-16,75.16,120.07,98.58,77.09375,3.932,1.84,4.688,4.859,6187.3,15150.0,1271.7,5117.0,2.5305,0.9624,1.8521,3.2705,109.06,132.74,116.71,106.703125,5812.94,16071.36,1295.43,5896.6
2006-08-17,75.38,120.19,98.7,77.046875,3.92,1.83,4.659,4.863,6209.8,15130.0,1273.8,5120.0,2.5216,0.9655,1.8499,3.2684,109.28,132.86,116.83,106.65625,5833.51,16020.84,1297.48,5900.4
2006-08-18,75.75,119.93,98.86,77.25,3.902,1.859,4.611,4.841,6193.3,15240.0,1279.9,5119.5,2.5287,0.9604,1.8431,3.2667,109.65,132.6,116.99,106.859375,5817.02,16105.98,1302.3,5903.4
2006-08-21,76.06,120.38,99.17,77.328125,3.861,1.823,4.567,4.8112,6166.8,15090.0,1275.1,5133.5,2.5384,0.9686,1.8498,3.2602,109.96,133.05,117.3,106.9375,5794.83,15969.04,1297.52,5915.2
2006-08-22,76.33,120.51,99.72,77.359375,3.808,1.805,4.537,4.8092,6194.3,15280.0,1274.8,5123.5,2.5281,0.9559,1.848,3.267,110.23,133.18,117.85,106.96875,5818.41,16181.17,1298.82,5902.6
2006-08-23,76.19,120.45,99.58,77.296875,3.827,1.805,4.555,4.8072,6150.3,15260.0,1270.6,5079.5,2.5469,0.957,1.8578,3.2969,110.09,133.12,117.71,106.90625,5775.54,16163.03,1292.99,5860.0
2006-08-24,76.18,120.52,99.73,77.328125,3.809,1.804,4.556,4.7992,6188.8,15040.0,1268.9,5080.5,2.53,0.9691,1.8536,3.2918,110.08,133.19,117.86,106.9375,5814.08,15960.62,1296.06,5869.1
2006-08-25,76.22,121.51,99.88,77.421875,3.793,1.711,4.551,4.7793,6185.8,15060.0,1270.4,5094.5,2.5311,0.9705,1.856,3.2865,110.12,134.18,118.01,107.03125,5811.47,15938.66,1295.09,5878.6
2006-08-29,76.04,121.62,99.51,77.359375,3.828,1.709,4.572,4.7772,6221.8,15010.0,1277.9,5103.5,2.5157,0.9808,1.8444,3.281,109.94,134.29,117.64,106.96875,5847.02,15890.56,1304.28,5888.3
2006-08-30,76.2,121.94,99.82,77.515625,3.801,1.664,4.553,4.7515,6243.3,15000.0,1277.9,5151.5,2.5069,0.9819,1.8489,3.2591,110.1,134.61,117.95,107.125,5867.53,15872.02,1304.27,5929.3
2006-08-31,76.48,122.31,100.14,77.8125,3.76,1.63,4.516,4.7258,6223.8,15250.0,1278.4,5108.0,2.5103,0.9656,1.8498,3.2719,110.38,134.98,118.27,107.421875,5859.57,16140.76,1303.82,5906.1
2006-09-01,76.58,122.22,100.34,77.875,3.745,1.65,4.502,4.7236,6245.3,15210.0,1285.4,5150.5,2.5031,0.966,1.8399,3.2483,110.48,134.89,118.47,107.484375,5876.54,16134.25,1311.01,5949.1
2006-09-04,76.39,121.96,100.24,77.875,3.748,1.681,4.529,4.7235,6280.3,15440.0,1285.4,5193.0,2.489,0.9528,1.8399,3.2279,110.29,134.63,118.37,107.484375,5909.72,16358.07,1311.01,5986.6
2006-09-05,76.23,121.86,99.88,77.578125,3.787,1.69,4.551,4.7789,6247.8,15500.0,1287.4,5190.5,2.4999,0.9511,1.8378,3.2447,110.13,134.53,118.01,107.1875,5884.07,16385.96,1313.25,5981.7
2006-09-06,76.07,121.92,99.52,77.453125,3.831,1.711,4.573,4.7948,6185.8,15380.0,1275.5,5139.5,2.5304,0.9571,1.8584,3.2761,109.97,134.59,117.65,107.0625,5813.06,16284.09,1300.26,5929.3
2006-09-07,76.12,121.91,99.54,77.484375,3.817,1.706,4.567,4.7848,6140.3,15060.0,1269.0,5074.0,2.5477,0.9733,1.8679,3.316,110.02,134.58,117.67,107.09375,5773.72,16012.41,1294.02,5858.1
2006-09-08,76.31,121.79,99.76,77.65625,3.787,1.729,4.537,4.7708,6162.8,15100.0,1272.1,5086.5,2.5382,0.9692,1.8608,3.304,110.21,134.46,117.37,107.265625,5795.26,16080.46,1298.92,5879.3
2006-09-11,76.06,122.5,99.61,77.46875,3.803,1.67,4.571,4.8006,6163.3,14870.0,1273.2,5058.0,2.5368,0.9868,1.8592,3.3201,109.96,134.55,117.22,107.078125,5798.46,15794.38,1299.54,5850.8
2006-09-12,75.74,122.35,99.33,77.640625,3.839,1.697,4.611,4.7688,6238.8,14760.0,1286.5,5098.5,2.5042,0.9915,1.8411,3.2949,109.64,134.4,116.94,107.25,5873.85,15719.34,1313.11,5895.5
2006-09-13,76.04,122.55,99.66,77.703125,3.79,1.675,4.568,4.7588,6266.3,14860.0,1290.4,5099.5,2.4906,0.9895,1.8359,3.2988,109.94,134.6,117.27,107.3125,5906.12,15750.05,1318.07,5892.2
2006-09-14,76.02,122.45,99.72,77.515625,3.792,1.679,4.574,4.7886,6272.3,15010.0,1290.8,5078.0,2.49,0.9776,1.8392,3.3072,109.92,134.5,117.33,107.125,5907.37,15942.39,1316.28,5877.2
2006-09-15,75.97,122.53,99.89,77.46875,3.776,1.665,4.577,4.7885,6286.1,14960.0,1293.6,5090.0,2.4772,0.9822,1.8326,3.3073,109.87,134.58,117.5,107.078125,5937.87,15866.93,1319.87,5877.0
2006-09-18,75.34,122.53,99.33,77.359375,3.831,1.664,4.653,4.8044,6280.6,14960.0,1295.6,5105.5,2.4873,0.9822,1.8324,3.2848,109.24,134.58,116.94,106.96875,5926.33,15866.93,1321.18,5890.2
2006-09-19,75.56,122.17,99.77,77.890625,3.78,1.704,4.622,4.7328,6227.1,14920.0,1291.9,5044.5,2.5097,0.9818,1.8364,3.3177,109.46,134.22,117.38,107.5,5873.46,15874.28,1318.31,5831.8
2006-09-20,75.68,122.55,99.88,78.0,3.773,1.681,4.605,4.7288,6305.6,14790.0,1297.9,5079.5,2.4756,0.9915,1.8273,3.2999,109.58,134.6,117.49,107.609375,5954.38,15718.67,1325.18,5866.2
2006-09-21,75.83,122.41,99.93,78.5625,3.752,1.7,4.575,4.636,6319.1,14880.0,1291.7,5103.5,2.4724,0.9843,1.84,3.2829,109.73,134.46,117.54,107.96875,5962.03,15834.23,1318.03,5896.7
2006-09-22,76.46,122.95,100.63,78.921875,3.694,1.63,4.498,4.5888,6225.1,14670.0,1287.3,5032.5,2.5055,0.9968,1.8445,3.3248,110.36,135.0,118.24,108.328125,5883.32,15634.67,1314.78,5822.3
2006-09-25,76.77,122.94,100.9,79.171875,3.663,1.634,4.454,4.5418,6248.1,14690.0,1297.1,5012.0,2.4977,0.9969,1.8284,3.3386,110.67,134.99,118.51,108.578125,5901.66,15633.81,1326.37,5798.3
2006-09-26,76.72,123.26,100.95,78.984375,3.658,1.617,4.462,4.5828,6313.6,14690.0,1308.1,5079.0,2.473,1.0871,1.8149,3.2958,110.62,135.31,118.56,108.390625,5960.63,15557.45,1336.34,5873.6
2006-09-27,76.59,122.95,100.79,78.9375,3.672,1.655,4.472,4.5984,6337.1,15050.0,1309.1,5131.0,2.461,1.0591,1.8167,3.2645,110.49,135.0,118.4,108.34375,5989.71,15947.87,1336.59,5930.1
2006-09-28,76.46,122.96,100.65,78.75,3.689,1.656,4.49,4.612,6336.1,15160.0,1308.7,5170.5,2.4612,1.054,1.8108,3.242,110.27,135.01,118.26,108.15625,5989.16,16024.85,1339.15,5971.3
2006-09-29,76.23,122.75,100.49,78.65625,3.709,1.675,4.523,4.6276,6350.1,15210.0,1306.8,5163.5,2.455,1.0473,1.8155,3.2477,110.04,134.8,118.1,108.0625,6004.33,16127.58,1335.85,5960.8
2006-10-02,76.17,122.17,100.71,78.796875,3.69,1.735,4.532,4.6,6339.6,15400.0,1301.8,5160.0,2.457,1.0364,1.8274,3.2426,109.98,134.22,118.32,108.203125,5999.46,16254.29,1331.32,5957.8
2006-10-03,75.98,122.56,100.31,78.796875,3.735,1.696,4.559,4.6137,6335.1,15350.0,1304.6,5141.5,2.4599,1.0371,1.8235,3.2539,109.79,134.61,117.92,108.203125,5992.22,16242.09,1334.11,5937.1
2006-10-04,76.18,122.51,100.66,79.171875,3.697,1.721,4.531,4.5587,6396.1,15230.0,1319.7,5168.0,2.4379,1.0474,1.8027,3.24,109.99,134.56,118.27,108.578125,6046.37,16082.55,1350.22,5966.5
2006-10-05,76.24,122.39,100.51,78.84375,3.711,1.725,4.522,4.6037,6423.6,15570.0,1322.2,5202.0,2.4263,1.0241,1.7994,3.216,110.05,134.44,118.12,108.25,6075.28,16449.33,1353.22,6004.5
2006-10-06,75.92,122.61,100.24,78.203125,3.752,1.706,4.563,4.6943,6429.6,15590.0,1320.2,5207.0,2.4221,1.0249,1.8042,3.2176,109.73,134.66,117.85,107.609375,6085.82,16436.06,1349.58,6001.2
2006-10-09,75.95,122.61,100.12,78.203125,3.76,1.705,4.558,4.6942,6426.1,15590.0,1320.6,5226.5,2.4227,1.0249,1.8028,3.2036,109.76,134.66,117.73,107.609375,6084.4,16436.06,1350.66,6030.9
2006-10-10,75.55,122.46,99.66,77.84375,3.811,1.724,4.614,4.7518,6466.6,15620.0,1322.1,5277.5,2.4095,1.0223,1.7993,3.1815,109.36,134.51,117.27,107.25,6117.71,16477.25,1353.42,6072.7
2006-10-11,75.53,122.15,99.7,77.578125,3.808,1.745,4.613,4.7778,6464.6,15550.0,1320.5,5271.5,2.4088,1.0271,1.8047,3.1658,109.34,134.2,117.31,106.984375,6119.45,16400.57,1349.95,6073.5
2006-10-12,75.48,122.15,99.74,77.640625,3.803,1.751,4.618,4.7698,6504.6,15490.0,1332.1,5320.5,2.3928,1.0291,1.7877,3.1411,109.29,134.2,117.35,107.046875,6160.28,16368.81,1362.83,6121.3
2006-10-13,75.26,121.85,99.49,77.46875,3.832,1.77,4.648,4.7977,6513.6,15680.0,1335.0,5354.0,2.3876,1.0187,1.7841,3.1227,109.07,133.9,117.1,106.875,6173.68,16536.54,1365.62,6157.3
2006-10-16,75.27,121.47,99.47,77.609375,3.83,1.8,4.645,4.7757,6524.6,15810.0,1337.5,5380.0,2.3827,1.0091,1.7797,3.1151,109.08,133.52,117.08,107.015625,6186.54,16692.76,1369.05,6172.4
2006-10-17,75.37,121.59,99.72,77.703125,3.8,1.801,4.63,4.7656,6448.6,15730.0,1333.1,5303.0,2.4105,1.0141,1.7857,3.1476,109.18,133.64,117.33,107.109375,6115.1,16611.59,1364.05,6108.6
2006-10-18,75.25,121.47,99.57,77.75,3.817,1.805,4.646,4.7536,6524.6,15770.0,1333.9,5347.0,2.3841,1.0115,1.7842,3.128,109.06,133.52,117.18,107.15625,6182.78,16653.0,1365.96,6150.4
2006-10-19,75.11,121.44,99.31,77.625,3.841,1.806,4.662,4.7816,6520.1,15640.0,1335.7,5350.0,2.3862,1.0178,1.7838,3.123,108.92,133.49,116.92,107.03125,6177.42,16551.36,1366.96,6156.0
2006-10-20,74.91,121.51,99.38,77.609375,3.839,1.805,4.69,4.7855,6540.6,15740.0,1336.3,5345.5,2.3764,1.0116,1.7818,3.1234,108.72,133.56,116.99,107.015625,6202.82,16651.63,1368.6,6155.2
2006-10-23,74.82,121.22,99.05,77.359375,3.877,1.84,4.702,4.8277,6577.1,15880.0,1342.1,5359.5,2.3612,1.0034,1.771,3.1179,108.63,133.27,116.66,106.765625,6242.91,16788.82,1377.02,6166.1
2006-10-24,74.8,121.46,99.06,77.34375,3.875,1.825,4.705,4.8196,6582.1,15900.0,1346.2,5371.5,2.3594,1.0039,1.7705,3.1096,108.61,133.51,116.67,106.75,6247.52,16780.47,1377.38,6182.5
2006-10-25,74.8,121.65,98.97,77.671875,3.884,1.8,4.701,4.7614,6601.1,15820.0,1350.6,5399.5,2.3529,1.0087,1.7644,3.0951,108.61,133.7,116.58,107.078125,6264.92,16699.3,1382.22,6214.6
2006-10-26,75.09,122.09,99.15,78.0625,3.858,1.75,4.664,4.7174,6615.6,15940.0,1354.3,5371.5,2.3456,1.002,1.7606,3.11,108.9,134.14,116.76,107.46875,6284.19,16811.6,1389.08,6184.8
2006-10-27,75.57,122.1,99.56,78.34375,3.809,1.741,4.594,4.6715,6598.1,15800.0,1346.2,5347.0,2.3538,1.0106,1.7769,3.122,109.38,134.15,117.17,107.75,6262.54,16669.07,1377.34,6160.9
2006-10-30,75.83,122.26,99.71,78.34375,3.793,1.731,4.563,4.6694,6594.6,15490.0,1344.6,5319.0,2.3554,1.0302,1.7764,3.1394,109.64,134.31,117.32,107.75,6258.19,16351.85,1377.93,6126.8
2006-10-31,76.2,122.43,100.21,78.8125,3.741,1.72,4.511,4.5981,6598.6,15460.0,1344.6,5317.5,2.3514,1.0272,1.7764,3.1382,110.01,134.48,117.82,108.21875,6268.92,16399.39,1377.94,6129.2
2006-11-01,76.24,122.43,100.55,79.125,3.706,1.72,4.507,4.5645,6627.6,15500.0,1334.3,5341.5,2.3428,1.0287,1.7908,3.141,110.05,134.48,118.16,108.53125,6291.9,16375.26,1367.81,6149.6
2006-11-02,75.91,122.48,100.21,78.90625,3.74,1.715,4.552,4.594,6556.1,15460.0,1332.7,5341.0,2.3686,1.0303,1.7939,3.1411,109.72,134.53,117.82,108.3125,6223.33,16350.02,1367.34,6149.3
2006-11-03,75.68,122.48,99.97,78.0625,3.773,1.716,4.585,4.715,6569.1,15460.0,1329.9,5331.5,2.3618,1.0303,1.7995,3.1418,109.49,134.53,117.58,107.46875,6241.15,16350.02,1364.3,6148.1
2006-11-06,75.51,121.94,99.75,78.109375,3.792,1.765,4.606,4.693,6660.1,15490.0,1345.2,5411.5,2.3284,1.0294,1.7775,3.1032,109.32,133.99,117.36,107.515625,6330.65,16364.76,1379.78,6224.5
